Tilda UID;Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;Price Old;Editions;Modifications;External ID;Parent UID;Characteristics:Цвет;Characteristics:Размер;Characteristics:Состав;Weight;Length;Width;Height
3,239E+11;;;;Худи и толстовки;Кардиган;Кардиган;;https://static.tildacdn.com/stor6463-3661-4433-b565-383533346536/41348262.jpg;;;;;;fa037918-3414-11ed-bc8c-18037346542a;;сиреневый;"XS/S (40-42); M/L (44-46)";65% хлопок, 27% полиэстер, 8% лайкра;0;0;0;0
5,25162E+11;;RE-CAR-L-01;;;Кардиган / XS/S (40-42)- XS/S (40-42);;;;7999.00;0;;Размеры:XS/S (40-42);;GGlCHr320fN1TYURKKkk;3,239E+11;;;;0;0;0;0
7,26799E+11;;RE-CAR-L-02;;;Кардиган / M/L (44-46)- M/L (44-46);;;;7999.00;1;;Размеры:M/L (44-46);;G73KUcYLmyUNhgjkkNrE;3,239E+11;;;;0;0;0;0
8,1368E+11;;;;Худи и толстовки;Кардиган флисовый;;;https://static.tildacdn.com/stor6461-6234-4439-a333-653732346461/40207556.jpg;;;;;;fa037925-3414-11ed-bc8c-18037346542a;;сине-зеленый;;100% полиэстер;0;0;0;0
8,40644E+11;;RE-CAR-BG-01;;;Кардиган флисовый / XS-S- XS-S;;;;9990.00;1;;Размеры:XS-S;;LZnB2y5XBks9ZMzyecOn;8,1368E+11;;;;0;0;0;0
5,32788E+11;;RE-CAR-BG-02;;;Кардиган флисовый / M-L- M-L;;;;9990.00;1;;Размеры:M-L;;BHnenv9rjBfzMiYc26fi;8,1368E+11;;;;0;0;0;0
2,57494E+11;;RE-TR-WH-01;;"Брюки и шорты;SOFT TOUCH";Брюки для йоги;Брюки для йоги;;https://static.tildacdn.com/stor6165-3366-4739-b333-393337623733/72451485.jpg;5199.00;1;;;;9fd1c4b2-3426-11ed-bc8c-18037346542a;;белый;onesize;70% вискоза, 25% полиэстер, 5% эластан;0;0;0;0
2,75178E+11;;RE-TR-PIN-05;;"Брюки и шорты;SOFT TOUCH";Брюки для йоги;Брюки для йоги;;https://static.tildacdn.com/stor6334-3537-4561-b639-666436636532/90727682.jpg;5199.00;5;;;;9fd1c4b5-3426-11ed-bc8c-18037346542a;;розовый;onesize;70% вискоза, 25% полиэстер, 5% эластан;0;0;0;0
1,74307E+11;;;;"Брюки и шорты;SOFT TOUCH";Брюки прямые;Брюки;;https://static.tildacdn.com/stor6564-3139-4539-a431-363865663738/18045077.jpg;;;;;;9fd1c4bc-3426-11ed-bc8c-18037346542a;;коричневый;"XS/S (40-42); M/L (44-46) L (46)";95% полиэстер 5% спандекс;0;0;0;0
6,57408E+11;;RE-TR-PR-01;;;Брюки прямые / XS/S (40-42)- XS/S (40-42);;;;7190.00;1;;Размеры:XS/S (40-42);;AJozULDC7uBvH6Z8zadm;1,74307E+11;;;;0;0;0;0
2,57559E+11;;RE-TR-PR-02;;;Брюки прямые / M/L (44-46)- M/L (44-46);;;;7190.00;1;;Размеры:M/L (44-46);;LDf9O3hzCfXaLXfg4TeT;1,74307E+11;;;;0;0;0;0
6,1644E+11;;RE-TR-PR-03;;;Брюки прямые / l (46)- l (46);;;;7190.00;1;;Размеры:l (46);;zYsOEgE1I7eeDguobzRV;1,74307E+11;;;;0;0;0;0
9,28386E+11;;;;"Брюки и шорты;SOFT TOUCH";Брюки прямые;;;https://static.tildacdn.com/stor3335-3237-4734-b064-393434646563/60307564.jpg;;;;;;9fd1c4c5-3426-11ed-bc8c-18037346542a;;белый;"XS/S (40-42); M/L (44-46)";95% полиэстер 5% спандекс;0;0;0;0
3,39511E+11;;RE-TR-W-01;;;Брюки прямые / XS/S (40-42)- XS/S (40-42);;;;7190.00;;;Размеры:XS/S (40-42);;EiY7uPf1MZUgsfddlmRV;9,28386E+11;;;;0;0;0;0
4,4364E+11;;RE-TR-W-02;;;Брюки прямые / M/L (44-46)- M/L (44-46);;;;7190.00;;;Размеры:M/L (44-46);;2ccvMHAYTysNntd6kI36;9,28386E+11;;;;0;0;0;0
8,9221E+11;;RE-TR-W-03;;;Брюки прямые / l (46)- l (46);;;;7190.00;;;Размеры:l (46);;gJKGKnScGXEZNeHVl9dI;9,28386E+11;;;;0;0;0;0
1,8696E+11;;;;"Брюки и шорты;SOFT TOUCH";Брюки прямые;Брюки;;https://static.tildacdn.com/stor3065-3562-4731-a661-313338333761/97172564.jpg;;;;;;9fd1c4ca-3426-11ed-bc8c-18037346542a;;синий;"XS/S (40-42); M/L (44-46) L (46)";95% полиэстер , 5% спандекс;0;0;0;0
1,94686E+11;;RE-TR-DBLUE-01;;;Брюки прямые / XS/S (40-42)- XS/S (40-42);;;;7190.00;10;;Размеры:XS/S (40-42);;ZGiDK1SNrM75a5uKzC0P;1,8696E+11;;;;0;0;0;0
8,02116E+11;;RE-TR-DBLUE-02;;;Брюки прямые / M/L (44-46)- M/L (44-46);;;;7190.00;10;;Размеры:M/L (44-46);;tI5AgFV35FeFFME1MNle;1,8696E+11;;;;0;0;0;0
1,27953E+11;;RE-TR-DBLUE-03;;;Брюки прямые / L (46)- L (46);;;;7190.00;5;;Размеры:L (46);;oardEusY6JvnyarYVZoL;1,8696E+11;;;;0;0;0;0
7,16436E+11;;;;"Брюки и шорты;SOFT TOUCH";Брюки прямые;;;https://static.tildacdn.com/stor3233-3361-4661-a261-623666313138/59207563.jpg;;;;;;9fd1c4ce-3426-11ed-bc8c-18037346542a;;черный;"XS/S (40-42); M/L (44-46)";95% полиэстер 5% спандекс;0;0;0;0
4,80046E+11;;RE-TR-BL-01;;;Брюки прямые / XS/S (40-42)- XS/S (40-42);;;;7190.00;16;;Размеры:XS/S (40-42);;ZfoOnJ0aNUY0VtiigOJe;7,16436E+11;;;;0;0;0;0
3,58067E+11;;RE-TR-BL-02;;;Брюки прямые / M/L (44-46)- M/L (44-46);;;;7190.00;10;;Размеры:M/L (44-46);;gbJh8ACNn0UP6kuLdj4I;7,16436E+11;;;;0;0;0;0
5,75662E+11;;RE-TR-BL-03;;;Брюки прямые / l (46)- l (46);;;;7190.00;10;;Размеры:l (46);;VD8aUvABLEuFAa4M2dfV;7,16436E+11;;;;0;0;0;0
6,77751E+11;;;;Брюки и шорты;Брюки плащевые;;;https://static.tildacdn.com/stor6330-6131-4762-b561-663835636639/86071373.jpg;;;;;;26c87198-342c-11ed-bc8c-18037346542a;;голубой-мультиколор;;100% полиэстер;0;0;0;0
8,61997E+11;;RE-TR-BMP-01;;;Брюки плащевые / XS-S- XS-S;;;;10390.00;10;;Размеры:XS-S;;xkS98jHZbhYlVlNuFyAp;6,77751E+11;;;;0;0;0;0
3,58707E+11;;RE-TR-BMP-02;;;Брюки плащевые / M-L- M-L;;;;10390.00;;;Размеры:M-L;;j9GYprZxHtVEoO3j2Sgi;6,77751E+11;;;;0;0;0;0
6,71629E+11;;;;Брюки и шорты;Брюки плащевые;;;https://static.tildacdn.com/stor3134-3236-4561-a236-633765306532/74964112.jpg;;;;;;26c8719d-342c-11ed-bc8c-18037346542a;;хаки-мультиколор;XS/S (40-42);100% полиэфир;0;0;0;0
7,71806E+11;;RE-TR-HM-01;;;Брюки плащевые / XS-S- XS-S;;;;10390.00;7;;Размеры:XS-S;;yHX866RsljMyXFYCyM8B;6,71629E+11;;;;0;0;0;0
5,46849E+11;;RE-TR-HM-02;;;Брюки плащевые / M-L- M-L;;;;10390.00;6;;Размеры:M-L;;FCCBnfm4bh9maf9xAT6a;6,71629E+11;;;;0;0;0;0
7,79577E+11;;RE-TS-W-01;;"Топы и футболки;SOFT TOUCH";Футболка-туника;Футболка-туника;;https://static.tildacdn.com/stor3035-3030-4938-b965-643137626430/48489257.jpg;5890.00;5;;;;097b3276-3434-11ed-bc8c-18037346542a;;белый;onesize;70% вискоза, 25% полиэстер, 5% эластан;0;0;0;0
5,35241E+11;;RE-TS-O-01;;Топы и футболки;Кроп-топ;Кроп-топ;;https://static.tildacdn.com/stor6530-6665-4531-a461-626661366435/49243797.jpg;4790.00;1;;;;097b3292-3434-11ed-bc8c-18037346542a;;оранжевый;oversize;70% вискоза, 25% полиэстер, 5% эластан;0;0;0;0
1,30016E+11;;RE-TS-HA-01;;"Топы и футболки;SOFT TOUCH";Кроп-топ;;;https://static.tildacdn.com/stor6462-3734-4539-a261-393166336234/12172108.jpg;4790.00;5;;;;097b3294-3434-11ed-bc8c-18037346542a;;Хакки;oversize;70% вискоза, 25% полиэстер, 5% эластан;0;0;0;0
6,37237E+11;;RE-TS-PR-02;;"Топы и футболки;SOFT TOUCH";Кроп-топ;;;https://static.tildacdn.com/stor3565-6537-4339-b464-396435653935/82091488.jpg;4790.00;3;;;;097b3296-3434-11ed-bc8c-18037346542a;;пыльно-розовый;oversize;70% вискоза, 25% полиэстер, 5% эластан;0;0;0;0
8,78488E+11;;RE-TS-TU-02;;"Топы и футболки;SOFT TOUCH";Кроп-топ;;;https://static.tildacdn.com/stor3762-6666-4131-b534-333239343032/13165162.jpg;4790.00;17;;;;097b329d-3434-11ed-bc8c-18037346542a;;бирюза;oversize;70% вискоза, 25% полиэстер, 5% эластан;0;0;0;0
3,02603E+11;;;;Топы и футболки;Топ соты;;;https://static.tildacdn.com/stor3061-3339-4631-b537-636637366530/59433065.jpg;;;;;;097b32a8-3434-11ed-bc8c-18037346542a;;сиреневый;;65% хлопок, 27% полиэстер, 8% лайкра;0;0;0;0
4,88202E+11;;RE-T-L-01;;;Топ соты / XS-S- XS-S;;;;3899.00;1;;Размеры:XS-S;;TJmC6jvGrAgZLfCXahLA;3,02603E+11;;;;0;0;0;0
9,69418E+11;;RE-T-L-02;;;Топ соты / M-L- M-L;;;;3899.00;0;;Размеры:M-L;;kfamp05utDzgpZsTXZUf;3,02603E+11;;;;0;0;0;0
9,39919E+11;;;;Топы и футболки;Топ соты;;;https://static.tildacdn.com/stor3963-6636-4236-a565-306635613266/84753021.jpg;;;;;;097b32ac-3434-11ed-bc8c-18037346542a;;розовый;;65% хлопок, 27% полиэстер, 8% лайкра;0;0;0;0
9,55985E+11;;RE-T-P-03;;;Топ соты / XS-S- XS-S;;;;3899.00;1;;Размеры:XS-S;;zfTPvi4s9oVDy6G6YZZy;9,39919E+11;;;;0;0;0;0
3,29163E+11;;RE-T-P-04;;;Топ соты / M-L- M-L;;;;3899.00;2;;Размеры:M-L;;7OPgB5XZRv7vB5lctgx1;9,39919E+11;;;;0;0;0;0
6,52033E+11;;;;Топы и футболки;Топ соты;;;https://static.tildacdn.com/stor3039-6265-4439-b236-626364306337/94255249.jpg;;;;;;96735ac1-34d9-11ed-bc8c-18037346542a;;голубой;;65% хлопок, 27% полиэстер, 8% лайкра;0;0;0;0
2,5251E+11;;RE-T-B-03;;;Топ соты / XS-S- XS-S;;;;3899.00;1;;Размеры:XS-S;;bVOSAE38F54bC0LV9oD0;6,52033E+11;;;;0;0;0;0
3,14475E+11;;RE-T-B-04;;;Топ соты / M-L- M-L;;;;3899.00;1;;Размеры:M-L;;01LfZS8OTVGC3uYzeYdZ;6,52033E+11;;;;0;0;0;0
9,8556E+11;;;;Топы и футболки;Топ;;;https://static.tildacdn.com/stor3335-3037-4563-b439-316666386332/25231325.jpg;;;;;;96735ad1-34d9-11ed-bc8c-18037346542a;;синий;;65% вискоза, 30% нейлон, 5% лайкра;0;0;0;0
3,42237E+11;;RE-T-B-01;;;Топ / XS-S- XS-S;;;;3989.00;1;;Размеры:XS-S;;ZNTm5r3kXOYr0tP5BD5o;9,8556E+11;;;;0;0;0;0
3,01668E+11;;RE-T-B-02;;;Топ / M-L- M-L;;;;3989.00;0;;Размеры:M-L;;bKldNS80IUhNiR4KtHmD;9,8556E+11;;;;0;0;0;0
7,05176E+11;;;;Топы и футболки;Топ;;;https://static.tildacdn.com/stor6166-6362-4966-b966-626538633939/17143574.jpg;;;;;;96735ad6-34d9-11ed-bc8c-18037346542a;;черный;;65% вискоза, 30% нейлон, 5% лайкра;0;0;0;0
3,06399E+11;;RE-T-BL-01;;;Топ / XS-S- XS-S;;;;3989.00;0;;Размеры:XS-S;;rrypip5mG28VO46Br0pz;7,05176E+11;;;;0;0;0;0
4,10003E+11;;RE-T-BL-02;;;Топ / M-L- M-L;;;;3989.00;1;;Размеры:M-L;;RftjajkchUeugri70o45;7,05176E+11;;;;0;0;0;0
1,95366E+11;;;;Леггинсы и велосипедки;Леггинсы соты;;;https://static.tildacdn.com/stor6162-3863-4261-a134-333637633365/91027021.jpg;;;;;;96735ade-34d9-11ed-bc8c-18037346542a;;сиреневый;"XS/S (40-42); M/L (44-46)";65% хлопок, 27% полиэстер,8% лайкра;0;0;0;0
5,46937E+11;;RE-LG-L-01;;;Леггинсы соты / XS-S- XS-S;;;;4999.00;1;;Размеры:XS-S;;uP1gVK7LIfA53pXstrK9;1,95366E+11;;;;0;0;0;0
8,47563E+11;;RE-LG-L-02;;;Леггинсы соты / M-L- M-L;;;;4999.00;0;;Размеры:M-L;;kvLXi4t1HPF6JnY0Uyyi;1,95366E+11;;;;0;0;0;0
3,89242E+11;;;;Леггинсы и велосипедки;Леггинсы соты;;;https://static.tildacdn.com/stor6636-3465-4734-b634-643839633238/76487837.jpg;;;;;;96735ae3-34d9-11ed-bc8c-18037346542a;;розовый;"XS/S (40-42); M/L (44-46)";65% хлопок, 27% полиэстер,8% лайкра;0;0;0;0
4,20534E+11;;RE-LG-P-03;;;Леггинсы соты / XS/S (40-42)- XS/S (40-42);;;;4999.00;0;;Размеры:XS/S (40-42);;ykmCmTA6zTYxd6U78YiN;3,89242E+11;;;;0;0;0;0
5,17988E+11;;RE-LG-P-04;;;Леггинсы соты / M/L (44-46)- M/L (44-46);;;;4999.00;2;;Размеры:M/L (44-46);;zvSFGKOyddPUi0yYHAi8;3,89242E+11;;;;0;0;0;0
9,25697E+11;;;;Леггинсы и велосипедки;Леггинсы соты;;;https://static.tildacdn.com/stor3133-3561-4266-b533-616539666566/76686648.jpg;;;;;;96735af2-34d9-11ed-bc8c-18037346542a;;голубой;"XS/S (40-42); M/L (44-46)";65% хлопок, 27% полиэстер,8% лайкра;0;0;0;0
1,33219E+11;;RE-LG-B-03;;;Леггинсы соты / XS/S (40-42)- XS/S (40-42);;;;4999.00;2;;Размеры:XS/S (40-42);;x9TStVIEfD62nmB8SNEc;9,25697E+11;;;;0;0;0;0
5,37435E+11;;RE-LG-B-04;;;Леггинсы соты / M/L (44-46)- M/L (44-46);;;;4999.00;0;;Размеры:M/L (44-46);;OSMd1N3620CMMmOiVxcn;9,25697E+11;;;;0;0;0;0
6,8936E+11;;;;Леггинсы и велосипедки;Леггинсы;;;https://static.tildacdn.com/stor6532-3064-4530-a539-363332333639/37828205.jpg;;;;;;5282f5d5-34e1-11ed-bc8c-18037346542a;;синий;;65% вискоза, 30% нейлон, 5% лайкра;0;0;0;0
1,36276E+11;;RE-LG-B-01;;;Леггинсы / XS-S- XS-S;;;;5899.00;0;;Размеры:XS-S;;JcNy1UgrH8fvi3HPOhpP;6,8936E+11;;;;0;0;0;0
5,29933E+11;;RE-LG-B-02;;;Леггинсы / M-L- M-L;;;;5899.00;3;;Размеры:M-L;;SYI3cP4ymflBgu1yBma5;6,8936E+11;;;;0;0;0;0
9,93194E+11;;;;Леггинсы и велосипедки;Леггинсы;;;https://static.tildacdn.com/stor3730-3836-4133-b562-333665643531/75138022.jpg;;;;;;5282f5d9-34e1-11ed-bc8c-18037346542a;;черный;;65% вискоза, 30% нейлон, 5% лайкра;0;0;0;0
8,9159E+11;;RE-LG-BL-01;;;Леггинсы / XS-S- XS-S;;;;5899.00;0;;Размеры:XS-S;;Y34vB2enGIjDHym5hy51;9,93194E+11;;;;0;0;0;0
8,39343E+11;;RE-LG-BL-02;;;Леггинсы / M-L- M-L;;;;5899.00;1;;Размеры:M-L;;AXDc9EZadFSCmnbYNCf2;9,93194E+11;;;;0;0;0;0
4,8E+11;;;;Комбинезоны;Комбинезон Fix Shape;Комбинезон;;https://static.tildacdn.com/stor6564-6166-4838-b064-346362626134/16750435.jpg;;;;;;5282f5f3-34e1-11ed-bc8c-18037346542a;;марсала;XS/S (40-42);22% эластан, 78% полиэстер;0;0;0;0
2,54268E+11;;RE-OV-M-01;;;Комбинезон Fix Shape / XS-S- XS-S;;;;13190.00;7;;Размеры:XS-S;;3zKbulNLbxzoLm6A2sxp;4,8E+11;;;;0;0;0;0
8,33452E+11;;RE-OV-M-02;;;Комбинезон Fix Shape / M-L- M-L;;;;13190.00;10;;Размеры:M-L;;xkVkREF00hfVA35TpY9A;4,8E+11;;;;0;0;0;0
3,31095E+11;;;;Комбинезоны;Комбинезон Fix Shape;Комбинезон;;https://static.tildacdn.com/stor3231-6436-4666-b834-393864643465/85151599.jpg;;;;;;5282f5f8-34e1-11ed-bc8c-18037346542a;;телесный;XS/S (40-42);22% эластан, 78% полиэстер;0;0;0;0
5,53536E+11;;RE-OV-BO-01;;;Комбинезон Fix Shape / XS-S- XS-S;;;;13190.00;6;;Размеры:XS-S;;djYVANFzLfs42jKPiua2;3,31095E+11;;;;0;0;0;0
8,0655E+11;;RE-OV-BO-02;;;Комбинезон Fix Shape / M-L- M-L;;;;13190.00;7;;Размеры:M-L;;u87OdU5yXgSCxmkxRxdd;3,31095E+11;;;;0;0;0;0
1,73815E+11;;;;Комбинезоны;Комбинезон Fix Shape;;;https://static.tildacdn.com/stor3836-3139-4930-b261-303730383961/61144028.jpg;;;;;;5282f5fe-34e1-11ed-bc8c-18037346542a;;черный;XS/S (40-42);22% эластан, 78% полиэстер;0;0;0;0
2,18878E+11;;RE-OV-BL-05;;;Комбинезон Fix Shape / XS-S- XS-S;;;;13190.00;3;;Размеры:XS-S;;nJUfTOHnNbDvClIfADZi;1,73815E+11;;;;0;0;0;0
8,50189E+11;;RE-OV-BL-06;;;Комбинезон Fix Shape / M-L- M-L;;;;13190.00;5;;Размеры:M-L;;gzRMhK9kJzJrZoxX5kzb;1,73815E+11;;;;0;0;0;0
9,8533E+11;;RE-OV-BL-07;;;Комбинезон Fix Shape / M-L- M-L;;;;13190.00;53;;Размеры:M-L;;Tom4vbBfyPGzAoFTfof4;1,73815E+11;;;;0;0;0;0
4,66888E+11;;RE-OV-BL-08;;;Комбинезон Fix Shape / M-L- M-L;;;;13190.00;54;;Размеры:M-L;;9H2eHxtszgv4mFAzCVFi;1,73815E+11;;;;0;0;0;0
7,39375E+11;;;;Комбинезоны;Комбинезон c длинными рукавами;;;https://static.tildacdn.com/stor3864-6433-4964-b634-396332643664/13254011.jpg;;;;;;5282f604-34e1-11ed-bc8c-18037346542a;;голубой;XS/S (40-42);22% эластан, 78% полиэстер;0;0;0;0
2,38901E+11;;RE-OV-B-01;;;Комбинезон c длинными рукавами / XS-S- XS-S;;;;14990.00;1;;Размеры:XS-S;;s12eYogO5ZbuJU1T45z6;7,39375E+11;;;;0;0;0;0
9,90394E+11;;RE-OV-B-02;;;Комбинезон c длинными рукавами / M-L- M-L;;;;14990.00;0;;Размеры:M-L;;e4O1vDIzG43OF6Yrd6Su;7,39375E+11;;;;0;0;0;0
9,32969E+11;;;;Комбинезоны;Комбинезон c длинными рукавами;;;https://static.tildacdn.com/stor3135-3465-4635-a639-376132336235/61185878.jpg;;;;;;5282f609-34e1-11ed-bc8c-18037346542a;;темно-синий;XS/S (40-42);22% эластан, 78% полиэстер;0;0;0;0
6,5203E+11;;RE-OV-DBL-01;;;Комбинезон c длинными рукавами / XS-S- XS-S;;;;14990.00;0;;Размеры:XS-S;;1rcAVP9LO9YxJ3Pne3t7;9,32969E+11;;;;0;0;0;0
6,82535E+11;;RE-OV-DBL-02;;;Комбинезон c длинными рукавами / M-L- M-L;;;;14990.00;1;;Размеры:M-L;;uN9vdhji76EByjIbr8kV;9,32969E+11;;;;0;0;0;0
6,12757E+11;;;;Худи и толстовки;Бомбер;;;https://static.tildacdn.com/stor3537-3333-4565-a161-323832363834/67922983.jpg;;;;;;b6d2563a-34e5-11ed-bc8c-18037346542a;;сиреневый;onesize;100% полиэстер;0;0;0;0
1,95856E+11;;RE-BO-L-01;;;Бомбер / onesize- onesize;;;;11399.00;;;Размеры:onesize;;H8fxIXLJjUMKaECPuI9G;6,12757E+11;;;;0;0;0;0
2,21807E+11;;;;Худи и толстовки;Бомбер;;;https://static.tildacdn.com/stor6237-6231-4231-a437-313764623239/38877402.jpg;;;;;;b6d25644-34e5-11ed-bc8c-18037346542a;;мятный;onesize;100% полиэстер;0;0;0;0
2,78969E+11;;RE-BO-M-05;;;Бомбер / onesize- onesize;;;;11399.00;9;;Размеры:onesize;;Ff92ep7SNiHfOHGdJhbN;2,21807E+11;;;;0;0;0;0
2,96442E+11;;;;Комбинезоны;Комбинезон everrever;Комбинезон everrever;;https://static.tildacdn.com/stor6431-3863-4563-b535-306534623262/29699214.jpg;;;;;;b6d25648-34e5-11ed-bc8c-18037346542a;;мультиколор;XS/S (40-42);70%полиэстер , 30% эластан;0;0;0;0
4,39721E+11;;RE-OV-MCE-07;;;Комбинезон everrever / XS-S- XS-S;;;;12490.00;2;;Размеры:XS-S;;ChgYVhLSJMYncVv6Nrgr;2,96442E+11;;;;0;0;0;0
5,07966E+11;;RE-OV-MCE-08;;;Комбинезон everrever / M-L- M-L;;;;12490.00;5;;Размеры:M-L;;8rIVPtUKpbJfKDukUV3j;2,96442E+11;;;;0;0;0;0
3,97066E+11;;;;"Бестселлеры;Комбинезоны";Комбинезон;;;https://static.tildacdn.com/stor3537-3761-4638-b564-353164333838/60790148.jpg;;;;;;b6d2564d-34e5-11ed-bc8c-18037346542a;;хаки;;22% эластан, 78% полиэстер;0;0;0;0
2,96869E+11;;RE-OV-HA-01;;;Комбинезон / XS-S- XS-S;;;;13190.00;0;;Размеры:XS-S;;LtPAmcszFrpFd9t3Mjb2;3,97066E+11;;;;0;0;0;0
1,58843E+11;;RE-OV-HA-02;;;Комбинезон / M-L- M-L;;;;13190.00;6;;Размеры:M-L;;9efKtFUBnmnLPdKuRLKx;3,97066E+11;;;;0;0;0;0
2,14866E+11;;;;"Бестселлеры;Комбинезоны";Комбинезон Hide the side;;;https://static.tildacdn.com/stor3737-6238-4538-a364-383333336462/88401534.jpg;;;;;;31b12ca7-34eb-11ed-bc8c-18037346542a;;синий;;82% нейлон, 18% спандекс;0;0;0;0
3,58898E+11;;RE-OV-B-03;;;Комбинезон Hide the side / XS- XS;;;;11790.00;10;;Размеры:XS;;PPrenc7M6DlI8rHMb8xD;2,14866E+11;;;;0;0;0;0
3,83207E+11;;RE-OV-B-04;;;Комбинезон Hide the side / S- S;;;;11790.00;10;;Размеры:S;;U1TUB8phfskthEb0brD2;2,14866E+11;;;;0;0;0;0
8,93527E+11;;RE-OV-B-05;;;Комбинезон Hide the side / M- M;;;;11790.00;8;;Размеры:M;;rPNauNiTytion4osa2cd;2,14866E+11;;;;0;0;0;0
2,99531E+11;;RE-OV-B-06;;;Комбинезон Hide the side / L- L;;;;11790.00;0;;Размеры:L;;NzxllKN5UiRyojxdphhY;2,14866E+11;;;;0;0;0;0
7,53238E+11;;;;Комбинезоны;Комбинезон Hide the side;Комбинезон;;https://static.tildacdn.com/stor3932-6534-4963-a361-326262383433/61269738.jpg;;;;;;31b12cb0-34eb-11ed-bc8c-18037346542a;;розовый;XS (40);82% нейлон, 18% спандекс;0;0;0;0
8,19263E+11;;RE-OV-P-01;;;Комбинезон Hide the side / XS- XS;;;;11790.00;3;;Размеры:XS;;FHd2d2Z7Yg7kcPFv5zxG;7,53238E+11;;;;0;0;0;0
5,16648E+11;;RE-OV-P-02;;;Комбинезон Hide the side / S- S;;;;11790.00;5;;Размеры:S;;MNUBvIpSSX82HOrEJ1mp;7,53238E+11;;;;0;0;0;0
8,95535E+11;;RE-OV-P-03;;;Комбинезон Hide the side / M- M;;;;11790.00;5;;Размеры:M;;8kCvCXlrKEaBRIN2Oy4e;7,53238E+11;;;;0;0;0;0
8,16044E+11;;RE-OV-P-04;;;Комбинезон Hide the side / L- L;;;;11790.00;0;;Размеры:L;;6liyx731bs636zllgG8k;7,53238E+11;;;;0;0;0;0
2,60429E+11;;;;Комбинезоны;Комбинезон Hide the side;;;https://static.tildacdn.com/stor3732-6265-4864-a664-373835313561/95551013.jpg;;;;;;31b12cb9-34eb-11ed-bc8c-18037346542a;;бирюза;XS (40);82% нейлон, 18% спандекс;0;0;0;0
2,82699E+11;;RE-OV-TU-01;;;Комбинезон Hide the side / XS- XS;;;;11790.00;5;;Размеры:XS;;0tfolRUN68mciCHUVbzt;2,60429E+11;;;;0;0;0;0
8,82661E+11;;RE-OV-TU-02;;;Комбинезон Hide the side / S- S;;;;11790.00;7;;Размеры:S;;Mikt1JuE4Cy7RfKAE5GP;2,60429E+11;;;;0;0;0;0
