Tilda UID;Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;Price Old;Editions;Modifications;External ID;Parent UID;Characteristics:Цвет;Characteristics:Размер;Characteristics:Состав;Weight;Length;Width;Height
4,73816E+11;;RE-SC-BRW-02;;;Резинка для волос / Big- Big;;;https://static.tildacdn.com/stor3662-6166-4336-b365-623336323136/58258737.jpg;500.00;;;Размеры:Big;;FZRRdd7IHJ0jDmRegcTT;1,06277E+11;;;;0;0;0;0
8,32947E+11;;;;Аксессуары;Резинка для волос;;;https://static.tildacdn.com/stor3632-3665-4131-b931-353732323564/90310558.jpg;;;;;;vX1yfbBJyt8Ubp5A61nv;;бордовый;;;0;0;0;0
5,14537E+11;;RE-SC-BOR-01;;;Резинка для волос / Small- Small;;;https://static.tildacdn.com/stor3931-3761-4465-a630-373732656137/20852481.jpg;400.00;;;Размеры:Small;;8pk7yvHXhhS9MtBemfRh;8,32947E+11;;;;0;0;0;0
3,54058E+11;;RE-SC-BOR-02;;;Резинка для волос / Big- Big;;;https://static.tildacdn.com/stor3632-3665-4131-b931-353732323564/90310558.jpg;500.00;;;Размеры:Big;;SpDfjlOPsoTG6UopmiNo;8,32947E+11;;;;0;0;0;0
7,2786E+11;;;;Аксессуары;Резинка для волос;;;https://static.tildacdn.com/stor6461-3362-4238-b365-343233656538/63194158.jpg;;;;;;Axz95Lte7HPtclJ6aOlv;;бежевый;;;0;0;0;0
3,47241E+11;;RE-SC-BO-01;;;Резинка для волос / Small- Small;;;https://static.tildacdn.com/stor6461-3362-4238-b365-343233656538/63194158.jpg;400.00;;;Размеры:Small;;lrGf1peZNSUJNLoJ8utb;7,2786E+11;;;;0;0;0;0
7,31174E+11;;RE-SC-BO-02;;;Резинка для волос / Big- Big;;;https://static.tildacdn.com/stor3032-3862-4231-a535-626531663063/81150907.jpg;500.00;;;Размеры:Big;;3d8iGi5BSO7VaoYv4AZM;7,2786E+11;;;;0;0;0;0
9,88703E+11;;;;Аксессуары;Резинка для волос;;;https://static.tildacdn.com/stor3364-3535-4637-b837-653130613432/53823529.jpg;;;;;;KJ3Nb1yo0xkGSKir6Zex;;белый;;;0;0;0;0
7,06702E+11;;RE-SC-W-01;;;Резинка для волос / Small- Small;;;https://static.tildacdn.com/stor6261-6139-4838-a437-303161343466/49516778.jpg;400.00;;;Размеры:Small;;n4Hnxr3p34mcLUvj4ysb;9,88703E+11;;;;0;0;0;0
1,73473E+11;;RE-SC-W-02;;;Резинка для волос / Big- Big;;;https://static.tildacdn.com/stor3364-3535-4637-b837-653130613432/53823529.jpg;500.00;;;Размеры:Big;;lRls8FtLGeue4BF3IlSH;9,88703E+11;;;;0;0;0;0
6,70295E+11;;;;Аксессуары;Резинка для волос;;;https://static.tildacdn.com/stor6261-3036-4265-b933-656261343166/14803194.jpg;;;;;;LCbKNmdH1uHUIB4V7d12;;черный;;;0;0;0;0
8,28649E+11;;RE-SC-BL-01;;;Резинка для волос / Small- Small;;;https://static.tildacdn.com/stor3931-3930-4339-b335-393135363061/55392919.jpg;400.00;;;Размеры:Small;;PyT4oAj8ZM4fBHGVBXPp;6,70295E+11;;;;0;0;0;0
4,39165E+11;;RE-SC-BL-02;;;Резинка для волос / Big- Big;;;https://static.tildacdn.com/stor6261-3036-4265-b933-656261343166/14803194.jpg;500.00;;;Размеры:Big;;JKrlpU08BVkjcixVmJgS;6,70295E+11;;;;0;0;0;0
2,6269E+11;;RE-HB-BL-01;;Аксессуары;Повязка на голову;;;https://static.tildacdn.com/stor3665-3966-4736-b737-383661373661/36316942.jpg;1450.00;;;;;yuLnlT9IzBi6vp2uKIul;;черный;onesize;;0;0;0;0
1,81938E+11;;RE-HB-LI-01;;Аксессуары;Повязка на голову;;;https://static.tildacdn.com/stor6365-6265-4635-b439-643331613437/14545553.jpg;1450.00;;;;;mV4UDiB1O0955OUSmYVT;;сиреневый;onesize;;0;0;0;0
8,56514E+11;;RE-HB-BOR-01;;Аксессуары;Повязка на голову;;;https://static.tildacdn.com/stor6461-3366-4865-a631-333635666634/34754325.jpg;1450.00;;;;;GchupXkMh6iLERteeySA;;бордовый;onesize;;0;0;0;0
2,60041E+11;;RE-HB-BRW-01;;Аксессуары;Повязка на голову;;;https://static.tildacdn.com/stor6561-3633-4439-b339-643032303536/67009436.jpg;1450.00;;;;;YFcCOuH3IkeSCYZ7XnP9;;шоколадный;onesize;;0;0;0;0
6,47772E+11;;RE-HB-WH-01;;Аксессуары;Повязка на голову;;;https://static.tildacdn.com/stor3133-3936-4538-a634-313330353636/73497668.jpg;1450.00;;;;;ofoUIaDRF2HeCNZnucCh;;белый;onesize;;0;0;0;0
8,30658E+11;;RE-HB-BO-01;;Аксессуары;Повязка на голову;;;https://static.tildacdn.com/stor6334-3964-4463-b130-663434633836/37206136.jpg;1450.00;;;;;xXPoYvx8bFlLl7aEONBy;;бежевый;onesize;;0;0;0;0
3,47521E+11;;;;Комбинезоны;Комбинезон Fix Shape;;;https://static.tildacdn.com/stor3032-3561-4365-a236-306535616331/16516734.jpg;;;;;;Dxo9hBa7LiZr2Bctj1b0;;оранжевый;M/L (44-46);22% эластан, 78% полиэстер;0;0;0;0
5,19369E+11;;RE-OV-ORG-01;;;Комбинезон Fix Shape / XS- XS;;;;13190.00;2;;Размеры:XS;;0nHmGOalsdgKenbnli6a;3,47521E+11;;;;0;0;0;0
3,504E+11;;RE-OV-ORG-02;;;Комбинезон Fix Shape / M-L- M-L;;;;13190.00;2;;Размеры:M-L;;t1UgdUUXOAYv3y0yhdxe;3,47521E+11;;;;0;0;0;0
4,21427E+11;;;;Комбинезоны;Комбинезон everrever;Комбинезон everrever;;https://static.tildacdn.com/stor3563-6264-4065-b062-353631353433/83245068.jpg;;;;;;jfc7f4RTeofJ3TkGaK0N;;мультиколор;;70%полиэстер , 30% эластан;0;0;0;0
5,52271E+11;;RE-OV-MC-05;;;Комбинезон everrever / xs/s- xs/s;;;;12490.00;8;;Размеры:xs/s;;xoobH2U4etKe4ey9s5G0;4,21427E+11;;;;0;0;0;0
4,95631E+11;;RE-OV-MC-06;;;Комбинезон everrever / m/l- m/l;;;;12490.00;8;;Размеры:m/l;;9BbRVSTjXcgiP2riUe5g;4,21427E+11;;;;0;0;0;0
2,33647E+11;;;;"Топы и футболки;SOFT TOUCH";Лонгслив;;;https://static.tildacdn.com/stor3066-6534-4263-a237-613337343930/14784257.jpg;;;;;;jyrj3fItZGx768xFrLGR;;розовый;;70% вискоза , 25% полиэстер , 5% эластан;0;0;0;0
6,16216E+11;;RE-LS-PIN-01;;;Лонгслив / XS/S (40-42)- XS/S (40-42);;;;5590.00;0;;Размеры:XS/S (40-42);;RKiCPaBCDuuZulKPRejD;2,33647E+11;;;;0;0;0;0
8,55061E+11;;RE-LS-PIN-02;;;Лонгслив / M/L (44-46)- M/L (44-46);;;;5590.00;3;;Размеры:M/L (44-46);;6HIPDNE78kbLXOHFuFDH;2,33647E+11;;;;0;0;0;0
7,37715E+11;;;;"Комбинезоны;everrever by Victoria Demidova";Комбинезон с принтом;;;https://static.tildacdn.com/stor3163-3630-4230-b963-613031666338/80526418.jpg;;;;;;biZj8Bro06YtL3rY9CYd;;мультиколор;;82% нейлон , 18% спандекс;0;0;0;0
6,0833E+11;;RE-OV-MCV-01;;;Комбинезон с принтом / xs (40)- xs (40);;;;11790.00;9;;Размеры:xs (40);;IydkIeUNcjIMYERFE03n;7,37715E+11;;;;0;0;0;0
9,41606E+11;;RE-OV-MCV-02;;;Комбинезон с принтом / s (42)- s (42);;;;11790.00;4;;Размеры:s (42);;tV3eNrcaB32lp3irG5pe;7,37715E+11;;;;0;0;0;0
9,165E+11;;RE-OV-MCV-03;;;Комбинезон с принтом / m (44)- m (44);;;;11790.00;8;;Размеры:m (44);;gJgicNdTMacrVFrG3JVG;7,37715E+11;;;;0;0;0;0
8,55979E+11;;;;"Комбинезоны;everrever by Victoria Demidova";Комбинезон Fix Shape;;;https://static.tildacdn.com/stor3833-6133-4639-b437-303965376236/91760678.jpg;;;;;;YTZSRiAx19ygVjhNA0p4;;красный;;80% полиамид 20%эластан;0;0;0;0
7,02357E+11;;RE-OV-DEMI-01;;;Комбинезон Fix Shape / s (42)- s (42);;;;13190.00;;;Размеры:s (42);;kA0o2ncptnB917GrLyYX;8,55979E+11;;;;0;0;0;0
9,48804E+11;;RE-OV-DEMI-02;;;Комбинезон Fix Shape / m (44)- m (44);;;;13190.00;;;Размеры:m (44);;Gk7ve0TL9BMtgLzk60Ue;8,55979E+11;;;;0;0;0;0
4,60705E+11;;RE-OV-DEMI-03;;;Комбинезон Fix Shape / l (46)- l (46);;;;13190.00;;;Размеры:l (46);;BJS4Z45SJylGJ59eTA5b;8,55979E+11;;;;0;0;0;0
1,98656E+11;;;;"Комбинезоны;everrever by Victoria Demidova";Комбинезон Hide the side;;;https://static.tildacdn.com/stor6431-3136-4330-b565-376366346466/68714825.jpg;;;;;;0anaMf3k27bhLNM2kayv;;;;78% полиэстер , 22% эластан;0;0;0;0
6,94343E+11;;RE-OV-BLUE-01;;;Комбинезон Hide the side / xs (40)- xs (40);;;;11790.00;;;Размеры:xs (40);;4BzUacNG8e8a1JzSzFam;1,98656E+11;;;;0;0;0;0
5,59977E+11;;RE-OV-BLUE-02;;;Комбинезон Hide the side / s (42)- s (42);;;;11790.00;;;Размеры:s (42);;gpcA3USPeYcmRSgRP2zZ;1,98656E+11;;;;0;0;0;0
6,95266E+11;;RE-OV-BLUE-03;;;Комбинезон Hide the side / m (44)- m (44);;;;11790.00;;;Размеры:m (44);;pnD5f7IaZ4fdAY3LEjtX;1,98656E+11;;;;0;0;0;0
6,28956E+11;;;;"Брюки и шорты;everrever by Victoria Demidova";Шорты Glam Sport;;;https://static.tildacdn.com/stor6536-3530-4639-b063-616631643462/88004676.jpg;;;;;;B5FzdJ2i5UISlSJChcGv;;Голубой;;100% полиэфир;0;0;0;0
8,09382E+11;;RE-SH-BLU-01;;;Шорты Glam Sport / XS-S (40-42)- XS-S (40-42);;;;7900.00;;;Размеры:XS-S (40-42);;p1OiHpodJZi2NOM5acvg;6,28956E+11;;;;0;0;0;0
1,76392E+11;;RE-SH-BLU-02;;;Шорты Glam Sport / M-L (44-46)- M-L (44-46);;;;7900.00;;;Размеры:M-L (44-46);;25Y53ry1Bk2ft9Bb7YHP;6,28956E+11;;;;0;0;0;0
4,18281E+11;;;;"Топы и футболки;everrever by Victoria Demidova";Топ с сеткой;;;https://static.tildacdn.com/stor6339-3930-4832-b164-636433373462/81316104.jpg;;;;;;166dP0MIrCx1rFcRYlxo;;Белый;;82% нейлон, 18% спандекс;0;0;0;0
9,4072E+11;;RE-T-WH-03;;;Топ с сеткой / XS/S- XS/S;;;;5290.00;6;;Размеры:XS/S;;JOUzBn0ZtUbt9pMVUvIc;4,18281E+11;;;;0;0;0;0
5,23402E+11;;RE-T-WH-04;;;Топ с сеткой / M/l- M/l;;;;5290.00;7;;Размеры:M/l;;9PRSmOXxmiVeZTLzgYCk;4,18281E+11;;;;0;0;0;0
8,35231E+11;;;;Комбинезоны;Комбинезон Fix Shape;;;https://static.tildacdn.com/stor6163-3931-4264-b665-383930313239/30040497.jpg;;;;;;gigfAvK1PN81AGb5FyS0;;синий;;80% полиамид 20%эластан;0;0;0;0
7,78022E+11;;RE-OV-FBLU-01;;;Комбинезон Fix Shape / s (42)- s (42);;;;13190.00;15;;Размеры:s (42);;pSfVEF6EsO5p89Ni5ZZN;8,35231E+11;;;;0;0;0;0
1,82487E+11;;RE-OV-FBLU-02;;;Комбинезон Fix Shape / m (44)- m (44);;;;13190.00;8;;Размеры:m (44);;dgZnoe85drpcbfbrxHKZ;8,35231E+11;;;;0;0;0;0
4,87028E+11;;RE-OV-FBLU-03;;;Комбинезон Fix Shape / l (46)- l (46);;;;13190.00;10;;Размеры:l (46);;L48EHzZxbTNiKAOXK8bj;8,35231E+11;;;;0;0;0;0
2,57726E+11;;;;Комбинезоны;Комбинезон Fix Shape;;;https://static.tildacdn.com/stor3665-3034-4064-b335-343365313265/15147170.jpg;;;;;;hyZ7r57VDfCAEVRvxL4O;;голубой;;80% полиамид 20%эластан;0;0;0;0
4,23747E+11;;RE-OV-FTU-01;;;Комбинезон Fix Shape / s (42)- s (42);;;;13190.00;8;;Размеры:s (42);;zsHI5eC10FRO2mN2cNaf;2,57726E+11;;;;0;0;0;0
3,3253E+11;;RE-OV-FTU-02;;;Комбинезон Fix Shape / m (44)- m (44);;;;13190.00;8;;Размеры:m (44);;v0UDo160odn8vF5keBUi;2,57726E+11;;;;0;0;0;0
9,40212E+11;;RE-OV-FTU-03;;;Комбинезон Fix Shape / l (46)- l (46);;;;13190.00;8;;Размеры:l (46);;udaEcXlF8ITgTjzOUiH8;2,57726E+11;;;;0;0;0;0
6,02838E+11;;;;Комбинезоны;Комбинезон Hide the side;;;https://static.tildacdn.com/stor3339-3739-4636-b461-626663663031/12349370.jpg;;;;;;9yfzRG4yv4XOOaaEJuLi;;охра;;78% полиэстер , 22% эластан;0;0;0;0
6,7619E+11;;RE-OV-OX-01;;;Комбинезон Hide the side / xs (40)- xs (40);;;;11790.00;1;;Размеры:xs (40);;dYo0ksXGrkb3r9np2tnI;6,02838E+11;;;;0;0;0;0
5,35166E+11;;RE-OV-OX-02;;;Комбинезон Hide the side / s (42)- s (42);;;;11790.00;10;;Размеры:s (42);;RF2O7HadulMlvCvbE31L;6,02838E+11;;;;0;0;0;0
1,78038E+11;;RE-OV-OX-03;;;Комбинезон Hide the side / m (44)- m (44);;;;11790.00;1;;Размеры:m (44);;3Ym7gpMbahJIFE24m0UT;6,02838E+11;;;;0;0;0;0
2,10365E+11;;;;Брюки и шорты;Шорты Glam Sport;;;https://static.tildacdn.com/stor3463-3230-4739-a566-393236623335/47759542.jpg;;;;;;UIGpb2y4v6f124lafaJR;;охра-мультиколор;;100% полиэстер;0;0;0;0
8,6038E+11;;RE-SH-OB-01;;;Шорты Glam Sport / xs/s (40-42)- xs/s (40-42);;;;7900.00;0;;Размеры:xs/s (40-42);;OiKpn2VV2MDTr9n7nCOr;2,10365E+11;;;;0;0;0;0
9,15228E+11;;RE-SH-OB-02;;;Шорты Glam Sport / m/l (44-46)- m/l (44-46);;;;7900.00;3;;Размеры:m/l (44-46);;6llrE0bc5JvtnvGmju77;2,10365E+11;;;;0;0;0;0
8,11009E+11;;;;Брюки и шорты;Шорты Glam Sport;;;https://static.tildacdn.com/stor3536-3039-4734-b237-663838343261/18704206.jpg;;;;;;czPX2NxAC3rlyPacJJm4;;охра-мультиколор;;100% полиэстер;0;0;0;0
1,81637E+11;;RE-SH-OG-01;;;Шорты Glam Sport / xs/s (40-42)- xs/s (40-42);;;;7900.00;1;;Размеры:xs/s (40-42);;Tr0ktpfEAjuT92LtCHs3;8,11009E+11;;;;0;0;0;0
8,32269E+11;;RE-SH-OG-02;;;Шорты Glam Sport / m/l (44-46)- m/l (44-46);;;;7900.00;1;;Размеры:m/l (44-46);;gulMetpYVMJviFAIupti;8,11009E+11;;;;0;0;0;0
6,70084E+11;;RE-TS-PR-01;;"Топы и футболки;SOFT TOUCH";Футболка-туника;;;https://static.tildacdn.com/stor3234-6138-4434-a266-353431303432/12079650.jpg;5890.00;1;;;;0yMadIk86xRDAvxDKl8O;;пылно-розовый;oversize;70% вискоза, 25% полиэстер, 5% эластан;0;0;0;0
4,0515E+11;;RE-TS-BRWS-01;;"Топы и футболки;SOFT TOUCH";Футболка-туника;;;https://static.tildacdn.com/stor3165-6332-4637-b364-356131313566/47269688.jpg;5890.00;5;;;;lBSnym3Rrvh9RYfph7aN;;коричневый;onesize;95% полиэстер 5% спандекс;0;0;0;0
1,27021E+11;;RE-TS-BEIS-01;;"Топы и футболки;SOFT TOUCH";Футболка-туника;;;https://static.tildacdn.com/stor3731-3939-4531-a265-613837326432/80885270.jpg;5890.00;6;;;;GPMtiztl1fi5DnypTRmZ;;бежевый;onesize;95% полиэстер 5% спандекс;0;0;0;0
4,23782E+11;;;;"Топы и футболки;SOFT TOUCH";Футболка на завязках;;;https://static.tildacdn.com/stor3063-6237-4434-b361-656132323336/71598075.jpg;;;;;;SPoT5Y12JXVyzXvp0roC;;белый;;95% полиэстер 5% спандекс;0;0;0;0
2,55887E+11;;RE-TSS-WS-01;;;Футболка на завязках / xs/s (40-42)- xs/s (40-42);;;;4990.00;9;;Размеры:xs/s (40-42);;lGV86x3yhije3dsUerul;4,23782E+11;;;;0;0;0;0
9,27764E+11;;RE-TSS-WS-02;;;Футболка на завязках / m/l (44-46)- m/l (44-46);;;;4990.00;5;;Размеры:m/l (44-46);;ybE4pejohUY3cd9TOafF;4,23782E+11;;;;0;0;0;0
1,30268E+11;;RE-TS-HA-02;;"Топы и футболки;SOFT TOUCH";Футболка-туника;;;https://static.tildacdn.com/stor6136-3133-4164-b066-663363316364/67905887.jpg;5890.00;2;;;;FtPTdCcYG6MczDB9t6lT;;хакки;onesize;70% високза, 25%полиэстр, 5% эластан;0;0;0;0
3,09533E+11;;;;Костюмы;Ромпер;;;https://static.tildacdn.com/stor3061-3866-4137-b731-306433653936/86285178.jpg;;;;;;FYrxvBfibRJBgDjlJrkm;;Зеленый;;50% вискоза, 25% полиамид, 20% полиэстер, 5% эластан;0;0;0;0
8,73852E+11;;RE-RO-G-01;;;Ромпер / xs/s (40-42)- xs/s (40-42);;;;7990.00;3;;Размеры:xs/s (40-42);;dc3EneI2cNONFj3gCGih;3,09533E+11;;;;0;0;0;0
8,89212E+11;;RE-RO-G-02;;;Ромпер / m/l (44-46)- m/l (44-46);;;;7990.00;2;;Размеры:m/l (44-46);;oEbIPXNH0aBnKKzj7D6T;3,09533E+11;;;;0;0;0;0
4,14484E+11;;RE-SW-WHITE-01;;Худи и толстовки;"Cвитшот ""Show me money""";;;https://static.tildacdn.com/stor6534-3866-4634-b666-376636323934/88276333.jpg;9959.00;8;;;;MMuoJIDY2gTtMimpxSx9;;белый;oversize;70% хлопок , 30% полиэестер;0;0;0;0
1,39885E+11;;;;"Что из новинок?;Комбинезоны";Комбинезон Limited edition;;Комбинезоны limited edition из премиального итальянского бархата с идеальной посадкой в трех классических цветах black/white/red с контрастным, идеально продуманным декольте, которое подчеркнет форму любого бюста и сделает ваш образ незабываемым .;https://static.tildacdn.com/stor6330-3761-4631-b862-356265373537/20150831.jpg;;;;;;nDu9CBHFLYfANkKaU1Us;;черно-белый;"M/L (44-46); XS/S (40-42)";"82% нейлон, 18% спандекс;78% полиэстер, 22% эластан";0;0;0;0
2,52186E+11;;RE-OV-BLWH-01;;;Комбинезон Limited edition / S(42)- S(42);;;;23800.00;;;Размеры:S(42);;yU6bsT3pC5Nne3Lf0nKU;1,39885E+11;;;;0;0;0;0
2,70034E+11;;RE-OV-BLWH-02;;;Комбинезон Limited edition / М (44)- М (44);;;;23800.00;;;Размеры:М (44);;AoaCg2zv97dRfh10xKuZ;1,39885E+11;;;;0;0;0;0
8,48746E+11;;RE-OV-BLWH-03;;;Комбинезон Limited edition / L (46)- L (46);;;;23800.00;;;Размеры:L (46);;mFvP8pyTjxb3s645Hjcb;1,39885E+11;;;;0;0;0;0
7,50634E+11;;;;"Что из новинок?;Комбинезоны";Комбинезон Limited edition;;Комбинезоны limited edition из премиального итальянского бархата с идеальной посадкой в трех классических цветах black/white/red с контрастным, идеально продуманным декольте, которое подчеркнет форму любого бюста и сделает ваш образ незабываемым .;https://static.tildacdn.com/stor3637-6363-4339-a266-626634343138/69637719.jpg;;;;;;OuVXFdfMuDiLXMBvb4EO;;черный;"M/L (44-46); XS/S (40-42)";78% полиэстер, 18 % эластан;0;0;0;0
7,73729E+11;;RE-OV-BLACK-01;;;Комбинезон Limited edition / S(42)- S(42);;;;23800.00;;;Размеры:S(42);;oonT2HDUdjAtdYAJiATZ;7,50634E+11;;;;0;0;0;0
8,45734E+11;;RE-OV-BLACK-02;;;Комбинезон Limited edition / М (44)- М (44);;;;23800.00;;;Размеры:М (44);;1YCyP1tugi6mgIr7li3V;7,50634E+11;;;;0;0;0;0
2,59794E+11;;RE-OV-BLACK-03;;;Комбинезон Limited edition / L (46)- L (46);;;;23800.00;;;Размеры:L (46);;g5fpNzXLjPI1eSmSRgbK;7,50634E+11;;;;0;0;0;0
7,00907E+11;;;;"Что из новинок?;Комбинезоны";Комбинезон Limited edition;;Комбинезоны limited edition из премиального итальянского бархата с идеальной посадкой в трех классических цветах black/white/red с контрастным, идеально продуманным декольте, которое подчеркнет форму любого бюста и сделает ваш образ незабываемым .;https://static.tildacdn.com/stor3037-3934-4131-b333-373032383731/57105019.jpg;;;;;;oAe5zodxfZUPKScaSEUm;;черно-красный;"M/L (44-46); XS/S (40-42)";"82% нейлон, 18% спандекс;78% полиэстер, 22% эластан";0;0;0;0
8,24274E+11;;RE-OV-BLRED-01;;;Комбинезон Limited edition / S(42)- S(42);;;;23800.00;;;Размеры:S(42);;y5osHDacuexobPnxAapr;7,00907E+11;;;;0;0;0;0
1,54952E+11;;RE-OV-BLRED-02;;;Комбинезон Limited edition / М (44)- М (44);;;;23800.00;;;Размеры:М (44);;SPxnMXCXk0BBGXRE4JeK;7,00907E+11;;;;0;0;0;0
7,32586E+11;;RE-OV-BLRED-03;;;Комбинезон Limited edition / L (46)- L (46);;;;23800.00;;;Размеры:L (46);;5CH7hoeuSHuyAjZlOdGG;7,00907E+11;;;;0;0;0;0
2,77458E+11;;;;"Топы и футболки;SOFT TOUCH";Топ с узлом;;;https://static.tildacdn.com/stor6536-3933-4465-b934-623866303861/91370411.jpg;;;;;;BavxX9pCK202ENtjR73I;;;;95% полиэстер 5% спандекс;0;0;0;0
2,29928E+11;;RE-KTS-BLUS-01;;;Топ с узлом / XS (40)- XS (40);;;;5990.00;;;Размеры:XS (40);;4NGry3EsOcyrFdOCFntJ;2,77458E+11;;;;0;0;0;0
2,08444E+11;;RE-KTS-BLUS-02;;;Топ с узлом / S (42)- S (42);;;;5990.00;;;Размеры:S (42);;5S5NUd6catv9fYIYhUzc;2,77458E+11;;;;0;0;0;0
1,26283E+11;;RE-KTS-BLUS-03;;;Топ с узлом / M (44)- M (44);;;;5990.00;;;Размеры:M (44);;jrxz2gOZnnuV07foNVgY;2,77458E+11;;;;0;0;0;0
3,85882E+11;;;;"Брюки и шорты;SOFT TOUCH";Брюки прямые;;;https://static.tildacdn.com/stor3931-6435-4135-b630-336466353965/34057514.jpg;;;;;;bf5LKZHsvuDmYkcc5nNk;;голубой;;95% полиэстер 5% спандекс;0;0;0;0
4,49796E+11;;RE-TR-BLUS-01;;;Брюки прямые / XS/S (40-42)- XS/S (40-42);;;;7190.00;;;Размеры:XS/S (40-42);;JCV2kkU6FyRtrbIg5ZGZ;3,85882E+11;;;;0;0;0;0
6,4681E+11;;RE-TR-BLUS-02;;;Брюки прямые / M-L (44-46)- M-L (44-46);;;;7190.00;;;Размеры:M-L (44-46);;h7vujy2do1AM6nz0XJPM;3,85882E+11;;;;0;0;0;0
3,22575E+11;;RE-TR-BLUS-03;;;Брюки прямые / L (46)- L (46);;;;7190.00;;;Размеры:L (46);;GYPp3VIaMIXHRTn6jklD;3,85882E+11;;;;0;0;0;0
3,89676E+11;;;;"Топы и футболки;SOFT TOUCH";Футболка на завязках;;;https://static.tildacdn.com/stor6434-3030-4939-a133-626234316538/93365664.jpg;;;;;;kak64omZ4ZNM3OUtgNrC;;голубой;;95% полиэстер 5% спандекс;0;0;0;0
6,53349E+11;;RE-TSS-BS-01;;;Футболка на завязках / xs/s (40-42)- xs/s (40-42);;;;4990.00;9;;Размеры:xs/s (40-42);;G4KRszBLhfz4oDGsybI0;3,89676E+11;;;;0;0;0;0
1,13944E+11;;RE-TSS-BS-02;;;Футболка на завязках / m/l (44-46)- m/l (44-46);;;;4990.00;6;;Размеры:m/l (44-46);;LThsj5OjsLofKHgHPYr4;3,89676E+11;;;;0;0;0;0
2,0001E+11;;RE-SW-ECR-01;;Худи и толстовки;Свитшот;;;https://static.tildacdn.com/stor6135-6536-4663-b162-373866326162/26939355.jpg;10200.00;;;;;gAhIourMXas6aYgo2UyZ;;молочный;oversize;95% хлопок, 5% эластан;0;0;0;0
9,86863E+11;;RE-SW-BLUE-01;;Худи и толстовки;Свитшот;;;https://static.tildacdn.com/stor6131-3765-4133-b433-333138356165/90027377.jpg;10200.00;;;;;IhGML3cCBo3VvvkODDSV;;синий;oversize;95% хлопок, 5% эластан;0;0;0;0
